39.606,249.994,0.000
33.301,247.812,1.000
35.025,248.289,2.000
53.008,96.124,3.000
35.277,269.281,4.000
34.549,293.850,5.000
39.534,245.380,6.000
38.513,243.893,7.000
26.124,277.957,8.000
33.670,253.941,9.000
45.849,84.472,10.000
38.169,261.165,11.000
43.729,292.258,12.000
45.574,318.302,13.000
45.942,307.348,14.000
36.755,299.432,15.000
35.781,250.220,16.000
35.013,246.025,17.000
43.879,282.921,18.000
38.308,300.985,19.000
42.570,274.906,20.000
51.226,72.237,21.000
37.491,264.971,22.000
22.149,271.075,23.000
35.798,253.958,24.000
35.965,249.150,25.000
33.653,250.523,26.000
35.050,252.792,27.000
24.674,242.741,28.000
41.772,260.678,29.000
44.004,280.740,30.000
33.507,282.716,31.000
30.478,245.978,32.000
48.705,115.095,33.000
47.998,109.374,34.000
35.511,250.690,35.000
55.346,59.162,36.000
32.986,252.378,37.000
40.413,226.602,38.000
28.692,254.777,39.000
38.184,247.917,40.000
43.599,248.551,41.000
34.624,251.898,42.000
40.344,243.441,43.000
50.297,70.819,44.000
41.928,244.499,45.000
41.958,248.294,46.000
22.662,253.274,47.000
22.461,257.423,48.000
29.096,261.200,49.000
37.173,251.319,50.000
35.316,251.016,51.000
33.131,247.778,52.000
30.093,249.637,53.000
33.568,242.096,54.000
32.723,237.022,55.000
30.050,257.443,56.000
36.790,256.545,57.000
35.229,248.259,58.000
35.721,254.717,59.000
41.795,251.173,60.000
23.908,266.869,61.000
42.342,256.690,62.000
40.631,251.702,63.000
40.211,254.301,64.000
39.041,248.117,65.000
30.195,302.830,66.000
82.329,132.577,67.000
77.403,317.466,68.000
59.441,316.777,69.000
67.488,113.058,70.000
53.823,98.855,71.000
65.672,120.207,72.000
85.693,107.956,73.000
70.244,99.772,74.000
89.514,106.711,75.000
48.311,318.769,76.000
48.963,317.083,77.000
77.204,119.517,78.000
60.989,106.090,79.000
77.216,116.772,80.000
69.266,106.792,81.000
74.061,126.241,82.000
86.665,114.023,83.000
74.334,131.137,84.000
78.359,112.476,85.000
83.493,111.141,86.000
84.092,106.716,87.000
87.534,104.127,88.000
78.922,111.118,89.000
61.976,125.843,90.000
73.051,132.922,91.000
74.424,123.472,92.000
81.097,117.917,93.000
84.327,104.933,94.000
47.793,316.483,95.000
70.174,127.528,96.000
69.616,109.645,97.000
85.764,114.016,98.000
68.543,115.898,99.000
69.014,112.043,100.000
77.494,113.880,101.000
68.875,102.700,102.000
76.611,124.903,103.000
86.800,107.864,104.000
60.990,98.304,105.000
82.595,115.935,106.000
78.153,84.662,107.000
70.186,95.617,108.000
77.379,93.768,109.000
88.123,100.326,110.000
87.602,114.581,111.000
69.346,104.610,112.000
70.053,316.051,113.000
88.933,88.255,114.000
88.852,98.873,115.000
77.684,101.061,116.000
86.981,125.625,117.000
79.823,117.687,118.000
62.612,107.200,119.000
85.488,125.809,120.000
89.154,118.860,121.000
88.514,110.476,122.000
75.586,106.867,123.000
85.201,127.698,124.000
51.899,122.255,125.000
79.218,132.343,126.000
84.778,100.345,127.000
87.652,120.376,128.000
88.648,88.276,129.000
56.848,133.309,130.000
63.501,116.998,131.000
53.717,112.191,132.000
69.183,122.675,133.000
74.885,111.391,134.000
52.030,110.808,135.000
64.568,125.486,136.000
64.907,122.958,137.000
63.858,128.236,138.000
72.208,109.557,139.000
79.070,105.276,140.000
78.587,113.173,141.000
62.170,116.132,142.000
65.476,108.256,143.000
46.937,105.714,144.000
52.849,98.889,145.000
48.762,103.630,146.000
40.926,110.235,147.000
79.924,114.380,148.000
79.373,107.593,149.000
77.898,110.654,150.000
78.545,127.296,151.000
80.205,123.674,152.000
57.786,118.954,153.000
66.914,108.165,154.000
65.927,101.510,155.000
68.029,124.170,156.000
57.934,103.775,157.000
75.858,110.763,158.000
58.406,103.921,159.000
49.777,107.110,160.000
76.033,123.782,161.000
47.748,103.451,162.000
65.874,105.894,163.000
56.649,119.783,164.000
54.347,107.294,165.000
65.124,111.165,166.000
73.871,122.387,167.000
41.798,120.866,168.000
66.329,106.082,169.000
66.634,99.153,170.000
69.405,103.096,171.000
48.425,108.650,172.000
64.625,117.997,173.000
77.590,118.812,174.000
74.062,132.566,175.000
79.979,112.707,176.000
76.278,104.948,177.000
69.511,117.261,178.000
51.346,105.917,179.000
76.008,107.175,180.000
56.386,125.197,181.000
80.809,115.154,182.000
70.308,97.698,183.000
55.049,101.967,184.000
70.076,101.528,185.000
83.776,121.258,186.000
85.472,344.475,187.000
82.147,334.623,188.000
60.993,324.594,189.000
81.434,335.687,190.000
87.831,329.113,191.000
84.657,331.524,192.000
82.024,329.464,193.000
