-0.599,-0.218,0.770,1289.199,0.000
-0.508,-0.207,0.836,1182.375,1.000
-0.533,-0.212,0.819,1321.065,2.000
0.794,-0.085,-0.602,-1846.495,3.000
-0.577,-0.007,0.816,1513.901,4.000
-0.519,0.229,0.824,1379.773,5.000
-0.579,-0.265,0.771,1429.844,6.000
-0.559,-0.274,0.782,1591.309,7.000
-0.436,0.061,0.898,1026.581,8.000
-0.533,-0.153,0.832,1163.053,9.000
0.714,0.069,-0.697,-1533.436,10.000
-0.611,-0.095,0.786,1344.925,11.000
-0.640,0.262,0.723,1556.884,12.000
-0.475,0.533,0.700,1311.617,13.000
-0.571,0.436,0.695,1490.025,14.000
-0.521,0.294,0.801,1344.642,15.000
-0.550,-0.198,0.811,1264.845,16.000
-0.524,-0.233,0.819,1037.712,17.000
-0.676,0.155,0.721,1651.989,18.000
-0.531,0.319,0.785,1387.656,19.000
-0.674,0.058,0.736,1639.791,20.000
0.742,0.238,-0.626,-1745.188,21.000
-0.606,-0.053,0.793,1473.196,22.000
-0.377,0.007,0.926,759.042,23.000
-0.562,-0.162,0.811,1214.875,24.000
-0.549,-0.209,0.809,1335.260,25.000
-0.522,-0.185,0.832,1556.611,26.000
-0.549,-0.170,0.819,1632.589,27.000
-0.371,-0.191,0.909,1220.965,28.000
-0.657,-0.108,0.746,1787.341,29.000
-0.683,0.129,0.719,1824.112,30.000
-0.538,0.122,0.834,1505.109,31.000
-0.463,-0.206,0.862,1477.180,32.000
0.680,-0.319,-0.660,-1704.925,33.000
0.701,-0.247,-0.669,-1796.924,34.000
-0.548,-0.192,0.814,1768.666,35.000
0.706,0.422,-0.569,-1894.102,36.000
-0.519,-0.165,0.839,1549.257,37.000
-0.471,-0.445,0.761,1648.303,38.000
-0.463,-0.126,0.877,1354.386,39.000
-0.573,-0.232,0.786,1718.142,40.000
-0.642,-0.252,0.724,1513.316,41.000
-0.540,-0.177,0.823,1267.301,42.000
-0.579,-0.289,0.762,1807.644,43.000
0.727,0.253,-0.639,-2010.846,44.000
-0.603,-0.288,0.744,1913.869,45.000
-0.621,-0.247,0.744,1919.231,46.000
-0.369,-0.111,0.923,596.209,47.000
-0.373,-0.083,0.924,602.917,48.000
-0.481,-0.074,0.874,949.096,49.000
-0.572,-0.194,0.797,1218.401,50.000
-0.547,-0.188,0.816,982.806,51.000
-0.506,-0.207,0.837,830.380,52.000
-0.470,-0.174,0.865,857.867,53.000
-0.489,-0.259,0.833,920.495,54.000
-0.453,-0.294,0.841,794.891,55.000
-0.489,-0.109,0.866,991.978,56.000
-0.582,-0.139,0.801,1375.714,57.000
-0.536,-0.214,0.817,1382.583,58.000
-0.563,-0.154,0.812,1284.817,59.000
-0.631,-0.215,0.746,1511.801,60.000
-0.405,-0.022,0.914,677.642,61.000
-0.655,-0.155,0.739,1544.217,62.000
-0.618,-0.204,0.759,1573.884,63.000
-0.622,-0.175,0.764,1566.197,64.000
-0.584,-0.235,0.777,1484.858,65.000
-0.423,0.273,0.864,452.277,66.000
0.730,-0.671,-0.133,-1715.345,67.000
-0.660,0.719,0.218,1594.399,68.000
-0.590,0.627,0.508,1538.452,69.000
0.850,-0.362,-0.383,-1901.455,70.000
0.798,-0.124,-0.590,-1886.827,71.000
0.787,-0.458,-0.412,-1848.482,72.000
0.949,-0.307,-0.075,-2005.707,73.000
0.927,-0.160,-0.338,-2249.958,74.000
0.958,-0.288,0.008,-1986.241,75.000
-0.492,0.562,0.665,1350.477,76.000
-0.514,0.552,0.657,1383.604,77.000
0.849,-0.480,-0.221,-2085.017,78.000
0.840,-0.242,-0.485,-1926.660,79.000
0.871,-0.439,-0.221,-1990.465,80.000
0.895,-0.270,-0.354,-2052.833,81.000
0.776,-0.568,-0.275,-1823.176,82.000
0.912,-0.406,0.058,-2035.702,83.000
0.725,-0.633,-0.270,-1693.509,84.000
0.905,-0.374,0.202,-1738.634,85.000
0.927,-0.358,0.113,-1833.887,86.000
0.953,-0.286,0.103,-1882.598,87.000
0.969,-0.244,0.043,-2037.748,88.000
0.915,-0.354,-0.192,-1934.562,89.000
0.716,-0.517,-0.470,-1602.279,90.000
0.700,-0.651,-0.292,-1454.262,91.000
0.804,-0.531,-0.269,-1740.484,92.000
0.873,-0.463,-0.155,-1930.164,93.000
0.961,-0.256,-0.099,-2170.447,94.000
-0.510,0.537,0.672,1177.795,95.000
0.746,-0.573,-0.339,-1629.959,96.000
0.883,-0.315,-0.348,-2113.392,97.000
0.911,-0.406,-0.074,-2064.366,98.000
0.837,-0.406,-0.366,-1875.666,99.000
0.865,-0.350,-0.358,-1968.843,100.000
0.893,-0.395,-0.217,-1934.142,101.000
0.910,-0.205,-0.360,-2294.995,102.000
0.798,-0.557,-0.232,-1679.602,103.000
0.950,-0.306,0.056,-2523.553,104.000
0.865,-0.126,-0.485,-1928.397,105.000
0.892,-0.434,-0.129,-2371.821,106.000
0.974,0.091,-0.205,-2597.090,107.000
0.936,-0.092,-0.339,-2837.449,108.000
0.974,-0.064,-0.218,-2990.527,109.000
0.983,-0.179,-0.033,-3130.837,110.000
0.909,-0.416,0.042,-3083.612,111.000
0.905,-0.236,-0.353,-2691.438,112.000
-0.652,0.677,0.341,2016.535,113.000
0.999,0.030,-0.019,-3112.043,114.000
0.988,-0.154,-0.020,-3197.286,115.000
0.959,-0.187,-0.213,-2689.357,116.000
0.812,-0.582,0.053,-1668.368,117.000
0.872,-0.457,-0.177,-1856.071,118.000
0.848,-0.263,-0.460,-2001.504,119.000
0.808,-0.583,-0.079,-1894.436,120.000
0.876,-0.483,0.015,-2147.398,121.000
0.937,-0.350,-0.026,-2366.753,122.000
0.927,-0.281,-0.249,-2286.428,123.000
0.788,-0.609,-0.084,-1852.987,124.000
0.665,-0.420,-0.617,-1391.049,125.000
0.726,-0.662,-0.187,-1404.508,126.000
0.980,-0.179,-0.091,-2465.619,127.000
0.862,-0.505,0.041,-1950.991,128.000
0.999,0.030,-0.024,-2852.109,129.000
0.609,-0.574,0.547,-1223.889,130.000
0.797,-0.406,0.446,-1509.655,131.000
0.746,-0.304,0.592,-1323.759,132.000
0.787,-0.505,0.355,-1687.923,133.000
0.899,-0.352,0.261,-1832.851,134.000
0.737,-0.280,0.615,-1748.763,135.000
0.735,-0.524,0.429,-1768.836,136.000
0.760,-0.493,0.424,-1913.611,137.000
0.705,-0.556,0.441,-1835.707,138.000
0.897,-0.319,0.306,-2152.402,139.000
0.947,-0.259,0.190,-1998.869,140.000
0.901,-0.386,0.198,-2044.484,141.000
0.794,-0.389,0.467,-1656.223,142.000
0.864,-0.285,0.415,-1909.718,143.000
0.703,-0.198,0.683,-1694.156,144.000
0.787,-0.123,0.604,-1897.653,145.000
0.731,-0.177,0.659,-1762.507,146.000
0.615,-0.227,0.756,-1485.608,147.000
0.897,-0.406,0.175,-1716.552,148.000
0.937,-0.297,0.184,-1803.870,149.000
0.915,-0.345,0.210,-1771.801,150.000
0.780,-0.594,0.199,-1396.658,151.000
0.820,-0.546,0.170,-1560.115,152.000
0.740,-0.410,0.533,-1540.742,153.000
0.874,-0.287,0.392,-1896.949,154.000
0.895,-0.182,0.408,-1973.427,155.000
0.767,-0.521,0.374,-1621.002,156.000
0.823,-0.202,0.531,-1802.077,157.000
0.907,-0.344,0.244,-1850.131,158.000
0.827,-0.205,0.524,-1809.838,159.000
0.730,-0.225,0.646,-1579.584,160.000
0.807,-0.540,0.241,-1713.504,161.000
0.720,-0.172,0.672,-1744.139,162.000
0.878,-0.250,0.409,-2061.923,163.000
0.725,-0.415,0.550,-1592.504,164.000
0.776,-0.242,0.583,-1805.911,165.000
0.846,-0.328,0.421,-1915.925,166.000
0.811,-0.515,0.278,-1661.627,167.000
0.572,-0.342,0.746,-1176.627,168.000
0.880,-0.254,0.401,-2060.485,169.000
0.906,-0.146,0.397,-2262.232,170.000
0.912,-0.212,0.352,-2163.364,171.000
0.709,-0.239,0.664,-1621.540,172.000
0.798,-0.424,0.429,-1782.981,173.000
0.856,-0.471,0.215,-1903.056,174.000
0.708,-0.650,0.275,-1382.503,175.000
0.908,-0.380,0.174,-2475.430,176.000
0.939,-0.251,0.237,-3298.762,177.000
0.833,-0.429,0.350,-3055.990,178.000
0.751,-0.214,0.625,-2763.371,179.000
0.927,-0.287,0.242,-2245.448,180.000
0.681,-0.480,0.554,-1803.801,181.000
0.894,-0.420,0.160,-2266.376,182.000
0.933,-0.126,0.337,-2428.015,183.000
0.802,-0.170,0.573,-2141.912,184.000
0.921,-0.188,0.341,-2435.759,185.000
0.850,-0.516,0.108,-1936.628,186.000
-0.267,0.961,0.079,981.906,187.000
-0.425,0.895,-0.137,1126.859,188.000
-0.507,0.713,0.485,1393.967,189.000
-0.407,0.901,0.149,1010.616,190.000
-0.513,0.858,0.038,1207.141,191.000
-0.475,0.875,0.093,1097.515,192.000
-0.503,0.853,-0.139,1064.928,193.000
-0.170,0.978,-0.119,770.135,194.000
-0.374,0.925,-0.072,1138.485,195.000
-0.538,0.843,-0.003,1408.539,196.000
-0.667,0.725,0.173,1708.381,197.000
-0.487,0.797,0.357,1351.184,198.000
-0.509,0.742,0.436,1520.800,199.000
-0.497,0.850,-0.173,1482.658,200.000
-0.671,0.740,-0.050,1556.851,201.000
-0.603,0.793,0.086,1453.128,202.000
-0.615,0.787,-0.044,1335.036,203.000
-0.100,0.937,0.334,474.016,204.000
-0.109,0.969,-0.221,352.578,205.000
-0.359,0.932,0.058,1046.102,206.000
-0.577,0.757,-0.306,777.593,207.000
-0.399,0.861,0.316,607.229,208.000
-0.605,0.790,-0.099,927.337,209.000
-0.586,0.799,-0.135,931.237,210.000
-0.357,0.929,-0.095,347.942,211.000
-0.684,0.725,0.084,1234.444,212.000
-0.520,0.805,0.285,954.625,213.000
-0.454,0.869,0.195,732.753,214.000
-0.418,0.908,-0.029,470.937,215.000
-0.553,0.832,-0.029,879.248,216.000
-0.507,0.851,0.137,786.811,217.000
-0.491,0.831,-0.261,940.742,218.000
-0.353,0.927,0.129,685.927,219.000
-0.603,0.782,-0.159,1169.202,220.000
-0.298,0.935,0.192,432.078,221.000
-0.482,0.865,0.142,804.932,222.000
-0.544,0.837,0.058,918.437,223.000
0.735,-0.656,0.172,-1473.002,224.000
-0.515,0.827,0.225,1050.845,225.000
-0.351,0.936,-0.002,635.231,226.000
-0.651,0.747,-0.134,1173.945,227.000
-0.384,0.918,0.096,397.590,228.000
-0.403,0.903,0.147,453.251,229.000
-0.505,0.861,0.064,745.020,230.000
-0.490,0.872,0.018,633.315,231.000
-0.515,0.855,0.070,675.192,232.000
-0.651,0.715,-0.256,1176.258,233.000
-0.488,0.852,-0.193,1193.218,234.000
-0.134,0.982,-0.134,1141.131,235.000
-0.132,0.978,-0.161,392.144,236.000
-0.422,0.903,-0.082,1703.260,237.000
-0.546,0.834,-0.076,2043.004,238.000
-0.470,0.883,-0.021,1817.674,239.000
-0.131,0.974,-0.187,412.268,240.000
